DateTime,Stray_Abandoned,Euthanasia_Req,Public_Assist,Owner_Surrender,Other,TotalIntakes,Adopt,Euth,RTO,Unintended,Other,TotalOutcomes,Temp_max,Temp_min,Austin Unemployment Rate,Inflation Rate,National Unemployment Rate
11/30/18,10,0,4,3,0,17,2,0,2,0,2,6,78,66,2.8,2.2,3.8
12/1/18,18,0,4,3,0,25,7,0,10,0,2,19,78,51,2.8,1.9,3.9
12/2/18,23,0,1,1,0,25,6,0,8,0,5,19,70,49,2.8,1.9,3.9
12/3/18,26,0,4,14,0,44,17,0,9,0,14,40,63,48,2.8,1.9,3.9
12/4/18,12,0,3,10,0,25,8,0,9,0,5,22,58,39,2.8,1.9,3.9
12/5/18,20,0,4,7,0,31,17,0,5,0,15,37,55,40,2.8,1.9,3.9
12/6/18,12,0,6,4,0,22,12,1,4,0,4,21,56,51,2.8,1.9,3.9
12/7/18,22,0,0,10,0,32,14,0,7,2,0,23,56,46,2.8,1.9,3.9
12/8/18,21,0,5,2,0,28,9,0,4,0,2,15,47,41,2.8,1.9,3.9
12/9/18,20,0,3,1,0,24,15,0,12,0,2,29,56,37,2.8,1.9,3.9
12/10/18,28,0,6,7,0,41,19,0,17,0,9,45,60,35,2.8,1.9,3.9
12/11/18,15,0,6,1,0,22,19,0,8,0,6,33,63,32,2.8,1.9,3.9
12/12/18,20,0,1,4,0,25,16,0,8,0,7,31,66,50,2.8,1.9,3.9
12/13/18,22,0,4,3,0,29,31,0,14,0,17,62,70,44,2.8,1.9,3.9
12/14/18,29,0,1,5,0,35,24,0,15,0,2,41,53,43,2.8,1.9,3.9
12/15/18,16,0,1,8,0,25,26,0,12,0,14,52,69,42,2.8,1.9,3.9
12/16/18,14,0,1,2,0,17,24,0,7,0,5,36,64,39,2.8,1.9,3.9
12/17/18,13,0,1,3,0,17,21,0,5,0,2,28,70,44,2.8,1.9,3.9
12/18/18,10,0,0,4,0,14,11,0,7,1,3,22,64,38,2.8,1.9,3.9
12/19/18,17,0,1,7,0,25,25,0,11,0,0,36,61,53,2.8,1.9,3.9
12/20/18,17,0,4,12,0,33,17,0,16,0,2,35,65,50,2.8,1.9,3.9
12/21/18,17,0,3,7,0,27,18,0,8,0,1,27,67,41,2.8,1.9,3.9
12/22/18,16,0,0,13,0,29,22,0,7,0,2,31,81,45,2.8,1.9,3.9
12/23/18,25,0,0,3,0,28,12,0,8,0,3,23,63,46,2.8,1.9,3.9
12/24/18,18,0,1,0,0,19,1,0,1,0,1,3,61,36,2.8,1.9,3.9
12/25/18,4,0,0,0,0,4,19,0,3,0,5,27,74,59,2.8,1.9,3.9
12/26/18,18,0,2,11,0,31,30,0,12,0,2,44,70,53,2.8,1.9,3.9
12/27/18,28,0,6,12,0,46,19,0,4,0,10,33,70,49,2.8,1.9,3.9
12/28/18,25,0,3,8,0,36,13,1,14,1,5,34,55,40,2.8,1.9,3.9
12/29/18,10,0,0,6,0,16,21,0,5,0,1,27,47,42,2.8,1.9,3.9
12/30/18,10,0,2,4,0,16,13,0,5,0,8,26,42,38,2.8,1.9,3.9
12/31/18,17,0,2,7,0,26,1,0,4,0,0,5,64,40,2.8,1.9,3.9
1/1/19,12,0,0,2,0,14,19,0,13,0,2,34,46,39,3.3,1.6,4
1/2/19,38,0,4,4,0,46,20,0,9,0,7,36,41,36,3.3,1.6,4
1/3/19,29,0,1,5,0,35,22,0,10,0,1,33,52,34,3.3,1.6,4
1/4/19,20,0,3,7,0,30,18,0,10,0,3,31,66,32,3.3,1.6,4
1/5/19,23,0,1,4,0,28,15,0,5,1,3,24,75,37,3.3,1.6,4
1/6/19,20,0,3,7,0,30,21,0,9,0,6,36,72,42,3.3,1.6,4
1/7/19,23,0,3,3,0,29,12,1,9,0,21,43,77,59,3.3,1.6,4
1/8/19,24,0,0,2,0,26,14,1,11,1,3,30,77,53,3.3,1.6,4
1/9/19,28,0,3,4,0,35,15,0,7,0,1,23,62,46,3.3,1.6,4
1/10/19,28,0,2,3,0,33,26,0,11,0,2,39,60,42,3.3,1.6,4
1/11/19,23,0,2,10,0,35,20,0,8,0,2,30,61,48,3.3,1.6,4
1/12/19,23,0,4,7,0,34,17,0,7,0,9,33,61,44,3.3,1.6,4
1/13/19,16,0,1,2,0,19,15,0,13,0,3,31,54,37,3.3,1.6,4
1/14/19,25,0,0,9,0,34,13,1,7,0,8,29,52,38,3.3,1.6,4
1/15/19,19,0,2,4,0,25,21,0,5,0,10,36,51,45,3.3,1.6,4
1/16/19,13,0,1,8,0,22,16,0,1,0,7,24,57,50,3.3,1.6,4
1/17/19,25,0,5,3,0,33,17,0,2,0,8,27,77,53,3.3,1.6,4
1/18/19,26,0,7,5,0,38,32,0,10,0,3,45,66,50,3.3,1.6,4
1/19/19,29,0,2,4,0,35,20,0,10,0,0,30,62,39,3.3,1.6,4
1/20/19,19,0,0,6,0,25,24,0,13,0,9,46,54,32,3.3,1.6,4
1/21/19,18,0,2,7,0,27,22,1,6,0,1,30,67,36,3.3,1.6,4
1/22/19,16,0,0,13,0,29,22,0,10,0,14,46,69,42,3.3,1.6,4
1/23/19,11,0,3,8,0,22,16,1,5,0,3,25,56,34,3.3,1.6,4
1/24/19,6,0,2,7,0,15,17,0,2,0,3,22,64,32,3.3,1.6,4
1/25/19,28,0,2,2,0,32,23,0,13,0,0,36,61,40,3.3,1.6,4
1/26/19,17,0,3,12,0,32,19,0,5,0,1,25,64,42,3.3,1.6,4
1/27/19,19,0,1,9,0,29,18,0,3,0,5,26,67,43,3.3,1.6,4
1/28/19,9,0,3,3,0,15,12,2,8,0,10,32,73,44,3.3,1.6,4
1/29/19,22,0,3,6,0,31,14,0,9,0,7,30,50,36,3.3,1.6,4
1/30/19,23,0,2,2,0,27,8,2,10,0,9,29,55,40,3.3,1.6,4
1/31/19,13,0,1,5,0,19,11,0,11,0,4,26,58,46,3.3,1.6,4
2/1/19,20,0,2,10,0,32,13,0,7,1,3,24,65,57,3,1.5,3.8
2/2/19,29,0,5,8,0,42,20,0,4,0,3,27,64,59,3,1.5,3.8
2/3/19,13,0,1,2,0,16,9,1,6,1,1,18,76,62,3,1.5,3.8
2/4/19,27,0,2,12,0,41,8,0,9,0,5,22,77,66,3,1.5,3.8
2/5/19,19,0,2,6,0,27,15,0,8,0,9,32,79,67,3,1.5,3.8
2/6/19,13,0,2,7,0,22,14,0,5,0,8,27,76,68,3,1.5,3.8
2/7/19,24,0,1,8,0,33,9,0,7,0,2,18,72,39,3,1.5,3.8
2/8/19,20,0,4,5,0,29,20,0,8,0,5,33,39,33,3,1.5,3.8
2/9/19,15,0,3,5,0,23,18,0,5,0,3,26,41,33,3,1.5,3.8
2/10/19,21,0,0,3,0,24,22,0,8,0,1,31,47,37,3,1.5,3.8
2/11/19,10,0,2,8,0,20,18,0,9,0,13,40,63,47,3,1.5,3.8
2/12/19,31,0,4,4,0,39,18,0,10,0,8,36,65,40,3,1.5,3.8
2/13/19,24,0,0,7,0,31,21,0,8,0,5,34,66,32,3,1.5,3.8
2/14/19,11,0,2,7,0,20,17,0,11,1,7,36,75,52,3,1.5,3.8
2/15/19,15,0,3,9,0,27,21,0,7,0,1,29,91,54,3,1.5,3.8
2/16/19,20,0,2,4,0,26,12,0,5,0,1,18,62,42,3,1.5,3.8
2/17/19,14,0,0,8,0,22,14,0,12,0,7,33,63,49,3,1.5,3.8
2/18/19,25,0,0,6,0,31,13,0,6,0,11,30,59,44,3,1.5,3.8
2/19/19,11,0,2,16,0,29,16,2,5,0,2,25,45,40,3,1.5,3.8
2/20/19,19,0,5,4,0,28,11,1,5,0,3,20,65,41,3,1.5,3.8
2/21/19,25,0,2,3,0,30,14,2,9,0,5,30,56,46,3,1.5,3.8
2/22/19,18,0,1,5,0,24,13,0,7,0,1,21,59,50,3,1.5,3.8
2/23/19,17,0,0,4,0,21,17,0,8,1,4,30,75,53,3,1.5,3.8
2/24/19,21,0,2,7,0,30,18,1,8,0,6,33,65,45,3,1.5,3.8
2/25/19,16,0,0,8,0,24,9,0,8,0,10,27,68,43,3,1.5,3.8
2/26/19,20,0,4,12,0,36,11,0,8,0,14,33,69,54,3,1.5,3.8
2/27/19,11,0,2,7,0,20,10,0,10,0,2,22,79,51,3,1.5,3.8
2/28/19,24,0,3,1,0,28,11,0,8,0,6,25,51,39,3,1.5,3.8
3/1/19,24,0,4,7,0,35,11,1,8,0,2,22,54,42,2.7,1.9,3.8
3/2/19,19,0,5,13,0,37,24,0,7,0,2,33,54,45,2.7,1.9,3.8
3/3/19,25,0,2,6,0,33,15,0,12,0,5,32,45,33,2.7,1.9,3.8
3/4/19,27,0,5,4,0,36,3,0,8,0,12,23,38,29,2.7,1.9,3.8
3/5/19,31,0,1,12,0,44,9,0,7,4,3,23,48,26,2.7,1.9,3.8
3/6/19,25,0,1,7,0,33,12,1,9,1,7,30,59,29,2.7,1.9,3.8
3/7/19,27,0,3,12,0,42,23,1,10,0,9,43,75,50,2.7,1.9,3.8
3/8/19,19,0,1,7,0,27,32,0,7,0,11,50,84,64,2.7,1.9,3.8
3/9/19,22,0,1,5,0,28,21,0,14,0,2,37,87,58,2.7,1.9,3.8
3/10/19,28,0,2,3,0,33,15,0,10,0,7,32,78,55,2.7,1.9,3.8
3/11/19,23,0,1,7,0,31,21,0,9,0,8,38,65,57,2.7,1.9,3.8
3/12/19,24,0,1,10,0,35,10,2,5,0,6,23,78,58,2.7,1.9,3.8
3/13/19,19,0,2,4,0,25,9,0,2,0,5,16,83,55,2.7,1.9,3.8
3/14/19,12,0,4,10,0,26,10,0,10,2,9,31,76,59,2.7,1.9,3.8
3/15/19,23,0,1,4,0,28,27,0,16,1,0,44,60,50,2.7,1.9,3.8
3/16/19,21,0,4,11,0,36,9,0,6,0,0,15,63,47,2.7,1.9,3.8
3/17/19,11,0,2,7,0,20,19,0,6,0,6,31,68,43,2.7,1.9,3.8
3/18/19,27,0,3,8,0,38,18,0,6,0,5,29,71,46,2.7,1.9,3.8
3/19/19,23,0,5,2,0,30,11,0,9,0,21,41,72,47,2.7,1.9,3.8
3/20/19,17,0,3,13,0,33,13,0,6,0,7,26,78,54,2.7,1.9,3.8
3/21/19,39,0,2,5,0,46,19,0,5,0,26,50,80,50,2.7,1.9,3.8
3/22/19,28,0,3,6,0,37,24,0,5,0,1,30,81,50,2.7,1.9,3.8
3/23/19,13,0,4,13,0,30,10,1,6,0,3,20,75,62,2.7,1.9,3.8
3/24/19,10,0,1,8,0,19,16,1,10,0,14,41,83,66,2.7,1.9,3.8
3/25/19,16,0,6,11,0,33,23,0,13,2,7,45,82,64,2.7,1.9,3.8
3/26/19,20,0,3,6,0,29,16,0,8,0,17,41,79,56,2.7,1.9,3.8
3/27/19,18,0,6,4,0,28,13,0,6,1,1,21,79,53,2.7,1.9,3.8
3/28/19,23,0,3,5,0,31,12,0,7,0,8,27,80,56,2.7,1.9,3.8
3/29/19,12,0,3,5,0,20,17,0,7,1,2,27,80,62,2.7,1.9,3.8
3/30/19,18,0,3,6,0,27,19,0,11,0,2,32,71,50,2.7,1.9,3.8
3/31/19,26,0,3,4,0,33,12,1,5,0,4,22,59,43,2.7,1.9,3.8
4/1/19,19,0,2,11,0,32,17,2,9,0,11,39,64,40,2.3,2,3.7
4/2/19,8,0,4,8,0,20,15,0,9,1,11,36,74,40,2.3,2,3.7
4/3/19,19,0,2,15,0,36,13,1,9,0,4,27,70,55,2.3,2,3.7
4/4/19,16,0,4,7,0,27,14,1,5,0,0,20,92,65,2.3,2,3.7
4/5/19,16,0,4,2,0,22,10,0,8,0,7,25,83,64,2.3,2,3.7
4/6/19,14,0,0,4,0,18,17,0,5,0,7,29,73,66,2.3,2,3.7
4/7/19,29,0,3,4,0,36,7,0,18,0,6,31,70,62,2.3,2,3.7
4/8/19,35,0,0,6,0,41,8,0,5,0,8,21,89,60,2.3,2,3.7
4/9/19,28,0,3,12,0,43,15,1,11,0,20,47,90,57,2.3,2,3.7
4/10/19,30,0,1,4,0,35,8,0,16,1,3,28,93,62,2.3,2,3.7
4/11/19,23,0,0,10,0,33,20,0,12,0,13,45,84,59,2.3,2,3.7
4/12/19,16,0,5,1,0,22,36,0,9,0,0,45,79,54,2.3,2,3.7
4/13/19,25,0,2,6,0,33,19,1,11,0,3,34,68,48,2.3,2,3.7
4/14/19,16,0,3,6,0,25,12,0,11,0,25,48,75,46,2.3,2,3.7
4/15/19,25,0,1,8,0,34,16,0,4,0,6,26,82,52,2.3,2,3.7
4/16/19,13,0,3,10,0,26,6,0,8,0,8,22,84,64,2.3,2,3.7
4/17/19,22,0,3,15,0,40,6,0,14,0,15,35,84,61,2.3,2,3.7
4/18/19,33,0,0,6,0,39,13,1,8,0,4,26,76,57,2.3,2,3.7
4/19/19,21,0,3,5,0,29,12,1,8,0,1,22,77,52,2.3,2,3.7
4/20/19,16,0,0,6,0,22,15,1,3,0,1,20,84,47,2.3,2,3.7
4/21/19,10,0,2,4,0,16,9,0,7,0,4,20,85,58,2.3,2,3.7
4/22/19,19,0,3,8,0,30,20,0,10,0,9,39,80,67,2.3,2,3.7
4/23/19,13,0,0,13,0,26,15,0,7,0,10,32,80,68,2.3,2,3.7
4/24/19,10,0,1,4,0,15,6,0,11,0,7,24,70,58,2.3,2,3.7
4/25/19,22,0,2,8,0,32,17,0,12,1,11,41,88,57,2.3,2,3.7
4/26/19,30,0,2,16,0,48,17,0,7,0,0,24,83,63,2.3,2,3.7
4/27/19,23,0,9,6,0,38,16,0,7,0,1,24,86,60,2.3,2,3.7
4/28/19,21,0,1,3,0,25,4,0,8,0,8,20,86,66,2.3,2,3.7
4/29/19,19,0,3,10,0,32,20,2,4,0,18,44,85,69,2.3,2,3.7
4/30/19,15,0,4,5,0,24,9,0,9,1,6,25,83,74,2.3,2,3.7
5/1/19,18,0,5,4,0,27,9,1,4,1,3,18,83,75,2.4,1.8,3.6
5/2/19,23,0,1,8,0,32,8,0,12,0,1,21,79,63,2.4,1.8,3.6
5/3/19,20,0,3,6,0,29,10,1,7,0,9,27,82,64,2.4,1.8,3.6
5/4/19,36,0,2,9,0,47,24,0,8,0,2,34,83,61,2.4,1.8,3.6
5/5/19,17,0,1,6,0,24,8,0,20,0,5,33,86,60,2.4,1.8,3.6
5/6/19,27,0,3,7,0,37,4,0,17,0,8,29,76,67,2.4,1.8,3.6
5/7/19,20,0,1,4,0,25,12,0,15,0,6,33,87,68,2.4,1.8,3.6
5/8/19,34,0,1,8,0,43,10,0,9,0,9,28,78,66,2.4,1.8,3.6
5/9/19,24,0,2,7,0,33,14,0,9,0,2,25,87,63,2.4,1.8,3.6
5/10/19,29,0,4,5,0,38,18,0,9,0,6,33,68,55,2.4,1.8,3.6
5/11/19,30,0,3,17,0,50,42,0,13,0,2,57,66,57,2.4,1.8,3.6
5/12/19,21,0,1,2,0,24,18,2,4,1,15,40,80,60,2.4,1.8,3.6
5/13/19,11,0,2,6,0,19,23,1,7,1,12,44,84,56,2.4,1.8,3.6
5/14/19,18,0,1,1,0,20,23,0,11,0,5,39,82,63,2.4,1.8,3.6
5/15/19,25,0,0,7,0,32,16,3,7,0,13,39,86,64,2.4,1.8,3.6
5/16/19,17,0,3,4,0,24,5,1,4,1,1,12,87,67,2.4,1.8,3.6
5/17/19,15,0,0,5,0,20,10,1,14,0,3,28,90,73,2.4,1.8,3.6
5/18/19,28,0,1,8,0,37,11,0,5,0,3,19,85,76,2.4,1.8,3.6
5/19/19,15,0,0,8,0,23,11,0,6,0,7,24,91,76,2.4,1.8,3.6
5/20/19,29,0,4,20,0,53,11,0,10,0,3,24,90,77,2.4,1.8,3.6
5/21/19,23,0,3,3,0,29,11,0,7,1,10,29,88,64,2.4,1.8,3.6
5/22/19,15,0,1,3,0,19,14,1,5,0,4,24,91,74,2.4,1.8,3.6
5/23/19,32,0,4,4,0,40,8,0,5,0,6,19,92,76,2.4,1.8,3.6
5/24/19,20,0,1,11,0,32,23,0,10,1,3,37,90,75,2.4,1.8,3.6
5/25/19,14,0,3,8,0,25,16,0,11,0,6,33,91,75,2.4,1.8,3.6
5/26/19,14,0,2,3,0,19,12,2,3,0,7,24,91,74,2.4,1.8,3.6
5/27/19,16,0,2,9,0,27,15,0,11,0,14,40,90,74,2.4,1.8,3.6
5/28/19,35,0,3,12,0,50,14,0,8,0,17,39,89,74,2.4,1.8,3.6
5/29/19,16,0,3,2,0,21,12,0,5,0,4,21,92,76,2.4,1.8,3.6
5/30/19,25,0,3,9,0,37,14,0,9,1,8,32,86,72,2.4,1.8,3.6
5/31/19,19,0,2,3,0,24,13,0,10,0,7,30,91,72,2.4,1.8,3.6
6/1/19,19,0,3,3,0,25,19,0,5,2,2,28,92,75,2.9,1.6,3.6
6/2/19,31,0,2,6,0,39,20,0,14,0,13,47,94,74,2.9,1.6,3.6
6/3/19,37,0,2,6,0,45,21,1,10,0,2,34,93,74,2.9,1.6,3.6
6/4/19,40,0,5,6,0,51,8,1,8,0,13,30,84,74,2.9,1.6,3.6
6/5/19,20,0,2,14,0,36,12,0,9,0,6,27,91,74,2.9,1.6,3.6
6/6/19,24,0,3,6,0,33,13,1,5,0,20,39,90,67,2.9,1.6,3.6
6/7/19,22,0,4,5,0,31,22,1,6,0,9,38,95,71,2.9,1.6,3.6
6/8/19,20,0,2,7,0,29,20,1,4,3,3,31,98,70,2.9,1.6,3.6
6/9/19,17,0,2,6,0,25,16,1,14,2,5,38,98,71,2.9,1.6,3.6
6/10/19,36,0,3,12,0,51,21,0,7,0,9,37,88,74,2.9,1.6,3.6
6/11/19,20,0,3,8,0,31,16,1,9,1,9,36,81,69,2.9,1.6,3.6
6/12/19,14,0,4,7,0,25,16,0,5,1,17,39,90,66,2.9,1.6,3.6
6/13/19,22,0,2,8,0,32,16,3,6,0,9,34,91,71,2.9,1.6,3.6
6/14/19,15,0,2,16,0,33,16,0,8,0,6,30,92,70,2.9,1.6,3.6
6/15/19,22,0,2,1,0,25,30,1,8,2,4,45,95,76,2.9,1.6,3.6
6/16/19,14,0,0,8,0,22,14,0,6,3,2,25,95,69,2.9,1.6,3.6
6/17/19,33,0,1,10,0,44,13,0,6,0,14,33,90,69,2.9,1.6,3.6
6/18/19,23,0,2,9,0,34,13,2,7,0,16,38,95,72,2.9,1.6,3.6
6/19/19,34,0,1,4,0,39,16,0,11,1,6,34,97,78,2.9,1.6,3.6
6/20/19,11,0,1,3,0,15,13,0,10,0,3,26,97,77,2.9,1.6,3.6
6/21/19,23,0,4,9,0,36,14,0,9,1,1,25,95,80,2.9,1.6,3.6
6/22/19,31,0,3,5,0,39,13,0,6,0,4,23,93,75,2.9,1.6,3.6
6/23/19,20,0,1,4,0,25,7,0,11,1,4,23,96,80,2.9,1.6,3.6
6/24/19,23,0,2,10,0,35,6,0,8,0,19,33,83,67,2.9,1.6,3.6
6/25/19,22,0,2,6,0,30,11,0,6,0,12,29,94,68,2.9,1.6,3.6
6/26/19,37,0,3,5,0,45,17,0,8,0,38,63,93,71,2.9,1.6,3.6
6/27/19,22,0,2,13,0,37,17,0,7,0,38,62,95,72,2.9,1.6,3.6
6/28/19,8,0,2,5,0,15,32,1,3,0,7,43,94,73,2.9,1.6,3.6
6/29/19,12,0,3,1,0,16,32,0,6,0,4,42,96,68,2.9,1.6,3.6
6/30/19,14,0,3,10,0,27,18,2,8,0,1,29,86,68,2.9,1.6,3.6
7/1/19,25,0,3,11,0,39,15,0,3,1,12,31,92,74,3,1.8,3.7
7/2/19,21,0,2,7,0,30,18,0,9,1,7,35,93,75,3,1.8,3.7
7/3/19,26,0,3,5,0,34,8,0,1,0,0,9,92,75,3,1.8,3.7
7/4/19,2,0,4,1,0,7,19,0,15,0,16,50,93,76,3,1.8,3.7
7/5/19,42,0,5,12,0,59,23,1,5,0,3,32,96,78,3,1.8,3.7
7/6/19,29,0,9,18,0,56,23,1,10,1,1,36,95,77,3,1.8,3.7
7/7/19,12,0,10,8,0,30,11,0,11,0,8,30,97,77,3,1.8,3.7
7/8/19,48,0,0,0,0,48,13,0,11,0,15,39,97,72,3,1.8,3.7
7/9/19,10,0,4,1,0,15,15,0,10,1,20,46,97,75,3,1.8,3.7
7/10/19,31,0,24,6,0,61,9,0,7,0,5,21,98,77,3,1.8,3.7
7/11/19,32,0,3,9,0,44,16,0,4,0,4,24,98,75,3,1.8,3.7
7/12/19,22,0,5,5,0,32,5,1,5,0,14,25,99,76,3,1.8,3.7
7/13/19,18,0,2,13,0,33,13,1,4,0,1,19,97,75,3,1.8,3.7
7/14/19,13,0,0,6,0,19,13,0,9,0,6,28,100,79,3,1.8,3.7
7/15/19,17,0,3,9,0,29,18,1,19,0,6,44,98,77,3,1.8,3.7
7/16/19,18,0,6,7,0,31,19,1,9,0,19,48,100,78,3,1.8,3.7
7/17/19,16,0,5,7,0,28,9,0,6,0,9,24,100,78,3,1.8,3.7
7/18/19,9,0,4,4,0,17,4,2,25,0,9,40,100,78,3,1.8,3.7
7/19/19,19,0,1,7,0,27,22,0,10,0,7,39,100,77,3,1.8,3.7
7/20/19,21,0,2,10,0,33,15,0,7,1,0,23,100,78,3,1.8,3.7
7/21/19,18,0,1,3,0,22,8,0,13,0,4,25,100,76,3,1.8,3.7
7/22/19,30,0,7,5,0,42,17,0,6,0,22,45,99,77,3,1.8,3.7
7/23/19,13,0,4,7,0,24,18,1,6,0,14,39,95,80,3,1.8,3.7
7/24/19,29,0,6,3,0,38,14,2,8,0,2,26,92,74,3,1.8,3.7
7/25/19,9,0,1,2,0,12,10,1,9,0,3,23,93,63,3,1.8,3.7
7/26/19,28,0,3,6,0,37,14,0,6,0,2,22,93,66,3,1.8,3.7
7/27/19,12,0,2,16,0,30,18,1,12,0,3,34,97,71,3,1.8,3.7
7/28/19,26,0,5,6,0,37,14,0,4,0,1,19,101,77,3,1.8,3.7
7/29/19,17,0,2,10,0,29,11,1,3,1,12,28,101,77,3,1.8,3.7
7/30/19,14,0,4,5,0,23,13,1,3,0,5,22,103,78,3,1.8,3.7
7/31/19,29,0,4,7,0,40,9,0,6,0,6,21,103,76,3,1.8,3.7
8/1/19,15,0,5,12,0,32,10,0,12,0,1,23,100,77,2.9,1.7,3.6
8/2/19,20,0,4,4,0,28,10,1,7,0,14,32,100,77,2.9,1.7,3.6
8/3/19,25,0,1,2,0,28,17,0,11,0,5,33,98,80,2.9,1.7,3.6
8/4/19,26,0,0,9,0,35,11,0,6,0,13,30,95,75,2.9,1.7,3.6
8/5/19,29,0,2,6,0,37,14,1,6,0,7,28,100,77,2.9,1.7,3.6
8/6/19,22,0,1,3,0,26,15,0,9,0,8,32,102,78,2.9,1.7,3.6
8/7/19,24,0,5,3,0,32,16,0,9,0,12,37,102,79,2.9,1.7,3.6
8/8/19,10,0,1,3,0,14,17,1,5,0,6,29,104,79,2.9,1.7,3.6
8/9/19,18,0,3,11,0,32,22,0,2,1,1,26,105,80,2.9,1.7,3.6
8/10/19,12,0,3,3,0,18,23,0,11,2,2,38,104,79,2.9,1.7,3.6
8/11/19,12,0,2,6,0,20,13,0,5,1,7,26,104,78,2.9,1.7,3.6
8/12/19,23,0,4,4,0,31,16,0,4,0,13,33,105,79,2.9,1.7,3.6
8/13/19,26,0,3,6,0,35,13,0,5,3,9,30,105,79,2.9,1.7,3.6
8/14/19,9,0,2,2,0,13,18,0,4,0,4,26,104,79,2.9,1.7,3.6
8/15/19,44,0,0,11,0,55,16,0,8,3,9,36,103,78,2.9,1.7,3.6
8/16/19,23,0,1,11,0,35,60,0,9,0,0,69,104,79,2.9,1.7,3.6
8/17/19,24,0,0,8,0,32,25,0,5,0,0,30,104,80,2.9,1.7,3.6
8/18/19,19,0,4,3,0,26,28,0,11,0,5,44,103,80,2.9,1.7,3.6
8/19/19,10,0,5,10,0,25,14,0,2,0,1,17,103,80,2.9,1.7,3.6
8/20/19,22,0,3,10,0,35,14,0,10,0,12,36,103,79,2.9,1.7,3.6
8/21/19,28,0,0,3,0,31,16,0,5,1,11,33,101,78,2.9,1.7,3.6
8/22/19,21,0,0,11,0,32,18,3,7,0,9,37,102,78,2.9,1.7,3.6
8/23/19,20,0,0,3,0,23,14,0,3,0,3,20,100,79,2.9,1.7,3.6
8/24/19,27,0,0,6,0,33,24,0,8,0,1,33,99,75,2.9,1.7,3.6
8/25/19,13,0,2,12,0,27,9,0,6,0,2,17,101,76,2.9,1.7,3.6
8/26/19,22,0,0,6,0,28,17,0,6,0,12,35,102,79,2.9,1.7,3.6
8/27/19,24,0,5,2,0,31,19,1,8,0,5,33,94,80,2.9,1.7,3.6
8/28/19,19,0,1,10,0,30,8,1,9,0,16,34,102,76,2.9,1.7,3.6
8/29/19,20,0,5,9,0,34,24,0,4,0,2,30,102,77,2.9,1.7,3.6
8/30/19,14,0,6,5,0,25,13,1,3,0,11,28,100,79,2.9,1.7,3.6
8/31/19,32,0,8,11,0,51,20,0,4,0,2,26,100,76,2.9,1.7,3.6
9/1/19,13,0,0,6,0,19,9,2,6,0,7,24,99,76,2.7,1.7,3.5
9/2/19,33,0,2,7,0,42,10,1,5,0,14,30,102,76,2.7,1.7,3.5
9/3/19,21,0,12,9,0,42,7,0,14,1,7,29,101,74,2.7,1.7,3.5
9/4/19,16,0,2,6,0,24,12,0,6,0,2,20,102,75,2.7,1.7,3.5
9/5/19,22,0,2,2,0,26,15,2,4,0,13,34,102,74,2.7,1.7,3.5
9/6/19,18,0,1,2,0,21,18,0,6,0,6,30,103,77,2.7,1.7,3.5
9/7/19,14,0,2,2,0,18,15,0,12,0,2,29,103,77,2.7,1.7,3.5
9/8/19,22,0,2,7,0,31,17,1,6,1,9,34,102,77,2.7,1.7,3.5
9/9/19,21,0,1,9,0,31,11,0,18,0,16,45,101,78,2.7,1.7,3.5
9/10/19,19,0,1,12,0,32,8,0,8,1,6,23,101,74,2.7,1.7,3.5
9/11/19,29,0,3,12,0,44,14,0,9,1,3,27,100,74,2.7,1.7,3.5
9/12/19,34,0,1,4,0,39,16,0,8,1,5,30,100,74,2.7,1.7,3.5
9/13/19,19,0,1,9,0,29,23,0,6,0,0,29,98,75,2.7,1.7,3.5
9/14/19,15,0,2,14,0,31,22,0,7,0,2,31,100,75,2.7,1.7,3.5
9/15/19,18,0,2,7,0,27,18,2,5,0,10,35,98,73,2.7,1.7,3.5
9/16/19,24,0,2,5,0,31,17,0,8,0,18,43,101,76,2.7,1.7,3.5
9/17/19,33,0,2,7,0,42,10,0,2,0,8,20,92,76,2.7,1.7,3.5
9/18/19,15,0,2,9,0,26,12,1,4,0,6,23,101,74,2.7,1.7,3.5
9/19/19,23,0,1,2,0,26,15,0,6,0,5,26,101,77,2.7,1.7,3.5
9/20/19,15,0,6,7,0,28,17,0,5,0,23,45,100,78,2.7,1.7,3.5
9/21/19,36,0,1,13,0,50,14,1,6,0,1,22,99,79,2.7,1.7,3.5
9/22/19,17,0,0,10,0,27,15,0,12,0,3,30,100,77,2.7,1.7,3.5
9/23/19,23,0,0,18,0,41,9,0,7,0,8,24,100,78,2.7,1.7,3.5
9/24/19,24,0,3,8,0,35,16,1,8,0,15,40,98,78,2.7,1.7,3.5
9/25/19,13,0,2,4,0,19,13,0,7,0,12,32,100,75,2.7,1.7,3.5
9/26/19,12,0,1,9,0,22,13,0,8,0,13,34,98,75,2.7,1.7,3.5
9/27/19,22,0,2,11,0,35,22,0,3,0,2,27,99,75,2.7,1.7,3.5
9/28/19,17,0,1,11,0,29,24,0,8,0,6,38,96,79,2.7,1.7,3.5
9/29/19,11,0,1,22,0,34,16,1,4,0,8,29,98,77,2.7,1.7,3.5
9/30/19,12,0,2,8,0,22,16,1,6,2,4,29,99,80,2.7,1.7,3.5
10/1/19,23,0,1,9,0,33,9,0,3,0,20,32,99,78,2.6,1.8,3.6
