STATION,NAME,DATE,TMAX,TMIN
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/8/10,80,47
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/9/10,79,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/10/10,71,58
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/11/10,80,61
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/12/10,82,51
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/13/10,88,55
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/14/10,82,58
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/15/10,90,53
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/16/10,84,58
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/17/10,78,46
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/18/10,87,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/19/10,83,58
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/20/10,89,59
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/21/10,94,65
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/22/10,85,62
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/23/10,94,61
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/24/10,85,63
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/25/10,76,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/26/10,64,51
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/27/10,72,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/28/10,73,45
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/29/10,79,40
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",9/30/10,81,44
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/1/10,74,43
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/2/10,60,42
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/3/10,59,34
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/4/10,64,35
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/5/10,67,31
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/6/10,74,37
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/7/10,80,45
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/8/10,82,39
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/9/10,85,42
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/10/10,87,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/11/10,85,50
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/12/10,75,49
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/13/10,80,50
USW00003893,"BLOOMINGTON MONROE CO AIRPORT, IN US",10/14/10,67,43
