,DateTime,Adopt,Euth,RTO,Unintended,Other,TotalOutcomes
1943,2019-01-27,19,0,5,0,1,25
1944,2019-01-28,18,0,3,0,5,26
1945,2019-01-29,12,2,8,0,10,32
1946,2019-01-30,14,0,9,0,7,30
1947,2019-01-31,8,2,10,0,9,29
1948,2019-02-01,11,0,11,0,4,26
1949,2019-02-02,13,0,7,1,3,24
1950,2019-02-03,20,0,4,0,3,27
1951,2019-02-04,9,1,6,1,1,18
1952,2019-02-05,8,0,9,0,5,22
1953,2019-02-06,15,0,8,0,9,32
1954,2019-02-07,14,0,5,0,8,27
1955,2019-02-08,9,0,7,0,2,18
1956,2019-02-09,20,0,8,0,5,33
1957,2019-02-10,18,0,5,0,3,26
1958,2019-02-11,22,0,8,0,1,31
1959,2019-02-12,18,0,9,0,13,40
1960,2019-02-13,18,0,10,0,8,36
1961,2019-02-14,21,0,8,0,5,34
1962,2019-02-15,17,0,11,1,7,36
1963,2019-02-16,21,0,7,0,1,29
1964,2019-02-17,12,0,5,0,1,18
1965,2019-02-18,14,0,12,0,7,33
1966,2019-02-19,13,0,6,0,11,30
1967,2019-02-20,16,2,5,0,2,25
1968,2019-02-21,11,1,5,0,3,20
1969,2019-02-22,14,2,9,0,5,30
1970,2019-02-23,13,0,7,0,1,21
1971,2019-02-24,17,0,8,1,4,30
1972,2019-02-25,18,1,8,0,6,33
1973,2019-02-26,9,0,8,0,10,27
1974,2019-02-27,11,0,8,0,14,33
1975,2019-02-28,10,0,10,0,2,22
1976,2019-03-01,11,0,8,0,6,25
1977,2019-03-02,11,1,8,0,2,22
1978,2019-03-03,24,0,7,0,2,33
1979,2019-03-04,15,0,12,0,5,32
1980,2019-03-05,3,0,8,0,12,23
1981,2019-03-06,9,0,7,4,3,23
1982,2019-03-07,12,1,9,1,7,30
1983,2019-03-08,23,1,10,0,9,43
1984,2019-03-09,32,0,7,0,11,50
1985,2019-03-10,21,0,14,0,2,37
1986,2019-03-11,15,0,10,0,7,32
1987,2019-03-12,21,0,9,0,8,38
1988,2019-03-13,10,2,5,0,6,23
1989,2019-03-14,9,0,2,0,5,16
1990,2019-03-15,10,0,10,2,9,31
1991,2019-03-16,27,0,16,1,0,44
1992,2019-03-17,9,0,6,0,0,15
1993,2019-03-18,19,0,6,0,6,31
1994,2019-03-19,18,0,6,0,5,29
1995,2019-03-20,11,0,9,0,21,41
1996,2019-03-21,13,0,6,0,7,26
1997,2019-03-22,19,0,5,0,26,50
1998,2019-03-23,24,0,5,0,1,30
1999,2019-03-24,10,1,6,0,3,20
2000,2019-03-25,16,1,10,0,14,41
2001,2019-03-26,23,0,13,2,7,45
2002,2019-03-27,16,0,8,0,17,41
2003,2019-03-28,13,0,6,1,1,21
2004,2019-03-29,12,0,7,0,8,27
2005,2019-03-30,17,0,7,1,2,27
2006,2019-03-31,19,0,11,0,2,32
2007,2019-04-01,12,1,5,0,4,22
2008,2019-04-02,17,2,9,0,11,39
2009,2019-04-03,15,0,9,1,11,36
2010,2019-04-04,13,1,9,0,4,27
2011,2019-04-05,14,1,5,0,0,20
2012,2019-04-06,10,0,8,0,7,25
2013,2019-04-07,17,0,5,0,7,29
2014,2019-04-08,7,0,18,0,6,31
2015,2019-04-09,8,0,5,0,8,21
2016,2019-04-10,15,1,11,0,20,47
2017,2019-04-11,8,0,16,1,3,28
2018,2019-04-12,20,0,12,0,13,45
2019,2019-04-13,36,0,9,0,0,45
2020,2019-04-14,19,1,11,0,3,34
2021,2019-04-15,12,0,11,0,25,48
2022,2019-04-16,16,0,4,0,6,26
2023,2019-04-17,6,0,8,0,8,22
2024,2019-04-18,6,0,14,0,15,35
2025,2019-04-19,13,1,8,0,4,26
2026,2019-04-20,12,1,8,0,1,22
2027,2019-04-21,15,1,3,0,1,20
2028,2019-04-22,9,0,7,0,4,20
2029,2019-04-23,20,0,10,0,9,39
2030,2019-04-24,15,0,7,0,10,32
2031,2019-04-25,6,0,11,0,7,24
2032,2019-04-26,17,0,12,1,11,41
2033,2019-04-27,17,0,7,0,0,24
2034,2019-04-28,16,0,7,0,1,24
2035,2019-04-29,4,0,8,0,8,20
2036,2019-04-30,20,2,4,0,18,44
2037,2019-05-01,9,0,9,1,6,25
2038,2019-05-02,9,1,4,1,3,18
2039,2019-05-03,8,0,12,0,1,21
2040,2019-05-04,10,1,7,0,9,27
2041,2019-05-05,24,0,8,0,2,34
2042,2019-05-06,8,0,20,0,5,33
2043,2019-05-07,4,0,17,0,8,29
2044,2019-05-08,12,0,15,0,6,33
2045,2019-05-09,10,0,9,0,9,28
2046,2019-05-10,14,0,9,0,2,25
2047,2019-05-11,18,0,9,0,6,33
2048,2019-05-12,42,0,13,0,2,57
2049,2019-05-13,18,2,4,1,15,40
2050,2019-05-14,23,1,7,1,12,44
2051,2019-05-15,23,0,11,0,5,39
2052,2019-05-16,16,3,7,0,13,39
2053,2019-05-17,5,1,4,1,1,12
2054,2019-05-18,10,1,14,0,3,28
2055,2019-05-19,11,0,5,0,3,19
2056,2019-05-20,11,0,6,0,7,24
2057,2019-05-21,11,0,10,0,3,24
2058,2019-05-22,11,0,7,1,10,29
2059,2019-05-23,14,1,5,0,4,24
2060,2019-05-24,8,0,5,0,6,19
2061,2019-05-25,23,0,10,1,3,37
2062,2019-05-26,16,0,11,0,6,33
2063,2019-05-27,12,2,3,0,7,24
2064,2019-05-28,15,0,11,0,14,40
2065,2019-05-29,14,0,8,0,17,39
2066,2019-05-30,12,0,5,0,4,21
2067,2019-05-31,14,0,9,1,8,32
2068,2019-06-01,13,0,10,0,7,30
2069,2019-06-02,19,0,5,2,2,28
2070,2019-06-03,20,0,14,0,13,47
2071,2019-06-04,21,1,10,0,2,34
2072,2019-06-05,8,1,8,0,13,30
2073,2019-06-06,12,0,9,0,6,27
2074,2019-06-07,13,1,5,0,20,39
2075,2019-06-08,22,1,6,0,9,38
2076,2019-06-09,20,1,4,3,3,31
2077,2019-06-10,16,1,14,2,5,38
2078,2019-06-11,21,0,7,0,9,37
2079,2019-06-12,16,1,9,1,9,36
2080,2019-06-13,16,0,5,1,17,39
2081,2019-06-14,16,3,6,0,9,34
2082,2019-06-15,16,0,8,0,6,30
2083,2019-06-16,30,1,8,2,4,45
2084,2019-06-17,14,0,6,3,2,25
2085,2019-06-18,13,0,6,0,14,33
2086,2019-06-19,13,2,7,0,16,38
2087,2019-06-20,16,0,11,1,6,34
2088,2019-06-21,13,0,10,0,3,26
2089,2019-06-22,14,0,9,1,1,25
2090,2019-06-23,13,0,6,0,4,23
2091,2019-06-24,7,0,11,1,4,23
2092,2019-06-25,6,0,8,0,19,33
2093,2019-06-26,11,0,6,0,12,29
2094,2019-06-27,17,0,8,0,38,63
2095,2019-06-28,17,0,7,0,38,62
2096,2019-06-29,32,1,3,0,7,43
2097,2019-06-30,32,0,6,0,4,42
2098,2019-07-01,18,2,8,0,1,29
2099,2019-07-02,15,0,3,1,12,31
2100,2019-07-03,18,0,9,1,7,35
2101,2019-07-04,8,0,1,0,0,9
2102,2019-07-05,19,0,15,0,16,50
2103,2019-07-06,23,1,5,0,3,32
2104,2019-07-07,23,1,10,1,1,36
2105,2019-07-08,11,0,11,0,8,30
2106,2019-07-09,13,0,11,0,15,39
2107,2019-07-10,15,0,10,1,20,46
2108,2019-07-11,9,0,7,0,5,21
2109,2019-07-12,16,0,4,0,4,24
2110,2019-07-13,5,1,5,0,14,25
2111,2019-07-14,13,1,4,0,1,19
2112,2019-07-15,13,0,9,0,6,28
2113,2019-07-16,18,1,19,0,6,44
2114,2019-07-17,19,1,9,0,19,48
2115,2019-07-18,9,0,6,0,9,24
2116,2019-07-19,4,2,25,0,9,40
2117,2019-07-20,22,0,10,0,7,39
2118,2019-07-21,15,0,7,1,0,23
2119,2019-07-22,8,0,13,0,4,25
2120,2019-07-23,17,0,6,0,22,45
2121,2019-07-24,18,1,6,0,14,39
2122,2019-07-25,14,2,8,0,2,26
2123,2019-07-26,10,1,9,0,3,23
2124,2019-07-27,14,0,6,0,2,22
2125,2019-07-28,18,1,12,0,3,34
2126,2019-07-29,14,0,4,0,1,19
2127,2019-07-30,11,1,3,1,12,28
2128,2019-07-31,13,1,3,0,5,22
2129,2019-08-01,9,0,6,0,6,21
2130,2019-08-02,10,0,12,0,1,23
2131,2019-08-03,10,1,7,0,14,32
2132,2019-08-04,17,0,11,0,5,33
2133,2019-08-05,11,0,6,0,13,30
2134,2019-08-06,14,1,6,0,7,28
2135,2019-08-07,15,0,9,0,8,32
2136,2019-08-08,16,0,9,0,12,37
2137,2019-08-09,17,1,5,0,6,29
2138,2019-08-10,22,0,2,1,1,26
2139,2019-08-11,23,0,11,2,2,38
2140,2019-08-12,13,0,5,1,7,26
2141,2019-08-13,16,0,4,0,13,33
2142,2019-08-14,13,0,5,3,9,30
2143,2019-08-15,18,0,4,0,4,26
2144,2019-08-16,16,0,8,3,9,36
2145,2019-08-17,60,0,9,0,0,69
2146,2019-08-18,25,0,5,0,0,30
2147,2019-08-19,28,0,11,0,5,44
2148,2019-08-20,14,0,2,0,1,17
2149,2019-08-21,14,0,10,0,12,36
2150,2019-08-22,16,0,5,1,11,33
2151,2019-08-23,18,3,7,0,9,37
2152,2019-08-24,14,0,3,0,3,20
2153,2019-08-25,24,0,8,0,1,33
2154,2019-08-26,9,0,6,0,2,17
2155,2019-08-27,17,0,6,0,12,35
2156,2019-08-28,19,1,8,0,5,33
2157,2019-08-29,8,1,9,0,16,34
2158,2019-08-30,24,0,4,0,2,30
2159,2019-08-31,13,1,3,0,11,28
2160,2019-09-01,20,0,4,0,2,26
2161,2019-09-02,9,2,6,0,7,24
2162,2019-09-03,10,1,5,0,14,30
2163,2019-09-04,7,0,14,1,7,29
2164,2019-09-05,12,0,6,0,2,20
2165,2019-09-06,15,2,4,0,13,34
2166,2019-09-07,18,0,6,0,6,30
2167,2019-09-08,15,0,12,0,2,29
2168,2019-09-09,17,1,6,1,9,34
2169,2019-09-10,11,0,18,0,16,45
2170,2019-09-11,8,0,8,1,6,23
2171,2019-09-12,14,0,9,1,3,27
2172,2019-09-13,16,0,8,1,5,30
2173,2019-09-14,23,0,6,0,0,29
2174,2019-09-15,22,0,7,0,2,31
2175,2019-09-16,18,2,5,0,10,35
2176,2019-09-17,17,0,8,0,18,43
2177,2019-09-18,10,0,2,0,8,20
2178,2019-09-19,12,1,4,0,6,23
2179,2019-09-20,15,0,6,0,5,26
2180,2019-09-21,17,0,5,0,23,45
2181,2019-09-22,14,1,6,0,1,22
2182,2019-09-23,15,0,12,0,3,30
2183,2019-09-24,9,0,7,0,8,24
2184,2019-09-25,16,1,8,0,15,40
2185,2019-09-26,13,0,7,0,12,32
2186,2019-09-27,13,0,8,0,13,34
2187,2019-09-28,22,0,3,0,2,27
2188,2019-09-29,24,0,8,0,6,38
2189,2019-09-30,16,1,4,0,8,29
2190,2019-10-01,16,1,6,2,4,29
2191,2019-10-02,9,0,3,0,20,32
2192,2019-10-03,13,0,7,0,1,21
2193,2019-10-04,12,0,6,0,6,24
2194,2019-10-05,14,0,8,0,7,29
2195,2019-10-06,15,0,15,1,3,34
2196,2019-10-07,21,0,8,0,0,29
2197,2019-10-08,14,0,5,0,13,32
2198,2019-10-09,15,1,4,0,16,36
2199,2019-10-10,7,1,4,0,9,21
2200,2019-10-11,5,0,6,0,4,15
2201,2019-10-12,10,0,11,0,1,22
2202,2019-10-13,23,0,10,0,2,35
2203,2019-10-14,14,1,14,0,9,38
2204,2019-10-15,16,0,16,0,16,48
2205,2019-10-16,11,0,7,0,4,22
2206,2019-10-17,11,0,8,0,6,25
2207,2019-10-18,9,0,7,0,7,23
2208,2019-10-19,16,0,2,1,1,20
2209,2019-10-20,16,0,9,0,0,25
2210,2019-10-21,8,0,6,0,2,16
2211,2019-10-22,9,1,2,1,19,32
2212,2019-10-23,8,0,5,0,22,35
2213,2019-10-24,7,0,4,1,7,19
2214,2019-10-25,20,1,8,0,5,34
2215,2019-10-26,21,0,9,0,13,43
2216,2019-10-27,24,0,8,0,1,33
2217,2019-10-28,20,0,8,0,6,34
2218,2019-10-29,19,0,8,0,6,33
2219,2019-10-30,18,0,6,0,12,36
2220,2019-10-31,19,0,9,0,5,33
2221,2019-11-01,13,0,1,0,2,16
2222,2019-11-02,13,0,9,0,2,24
2223,2019-11-03,17,0,17,0,2,36
2224,2019-11-04,20,0,3,0,5,28
2225,2019-11-05,12,0,4,0,13,29
2226,2019-11-06,9,1,4,0,12,26
2227,2019-11-07,10,0,6,0,5,21
2228,2019-11-08,15,0,8,0,3,26
2229,2019-11-09,20,0,5,0,5,30
2230,2019-11-10,15,1,2,0,3,21
2231,2019-11-11,17,2,5,0,3,27
2232,2019-11-12,12,2,4,0,14,32
2233,2019-11-13,14,0,7,0,0,21
2234,2019-11-14,10,0,7,0,13,30
2235,2019-11-15,5,0,10,0,12,27
2236,2019-11-16,10,0,14,0,3,27
2237,2019-11-17,12,0,10,0,1,23
2238,2019-11-18,15,0,9,0,17,41
2239,2019-11-19,20,0,10,0,7,37
2240,2019-11-20,7,0,10,0,6,23
2241,2019-11-21,11,1,10,0,12,34
2242,2019-11-22,12,0,8,0,2,22
2243,2019-11-23,9,0,6,0,0,15
2244,2019-11-24,15,1,7,0,6,29
2245,2019-11-25,11,0,6,0,27,44
2246,2019-11-26,21,0,4,0,4,29
2247,2019-11-27,20,2,5,0,1,28
2248,2019-11-29,43,1,9,0,4,57
2249,2019-11-30,26,0,2,0,5,33
2250,2019-12-01,25,1,5,0,1,32
2251,2019-12-02,22,0,1,0,3,26
2252,2019-12-03,27,0,7,0,16,50
2253,2019-12-04,19,0,2,0,18,39
2254,2019-12-05,13,0,11,0,2,26
2255,2019-12-06,23,0,5,0,2,30
2256,2019-12-07,17,0,4,0,1,22
2257,2019-12-08,22,0,8,0,7,37
2258,2019-12-09,24,0,1,0,4,29
2259,2019-12-10,21,0,9,0,0,30
2260,2019-12-11,13,0,5,0,4,22
2261,2019-12-12,22,0,10,0,6,38
2262,2019-12-13,14,0,8,0,5,27
2263,2019-12-14,10,0,7,0,0,17
2264,2019-12-15,12,0,4,0,1,17
2265,2019-12-16,7,0,7,0,13,27
2266,2019-12-17,17,0,14,0,10,41
2267,2019-12-18,11,0,9,0,3,23
2268,2019-12-19,24,0,13,0,4,41
2269,2019-12-20,15,0,6,1,1,23
2270,2019-12-21,21,0,5,0,0,26
2271,2019-12-22,19,0,6,0,6,31
2272,2019-12-23,19,0,10,0,2,31
2273,2019-12-24,0,0,1,0,0,1
2274,2019-12-26,22,0,5,1,9,37
2275,2019-12-27,12,0,7,0,7,26
2276,2019-12-28,18,0,2,0,0,20
2277,2019-12-29,8,1,7,0,5,21
2278,2019-12-30,18,1,8,2,15,44
2279,2019-12-31,26,0,9,1,8,44
2280,2020-01-01,0,0,1,0,0,1
2281,2020-01-02,18,0,12,1,16,47
2282,2020-01-03,14,0,20,0,10,44
2283,2020-01-04,14,1,11,0,5,31
2284,2020-01-05,19,0,6,0,2,27
2285,2020-01-06,21,0,10,0,3,34
2286,2020-01-07,15,0,5,0,4,24
2287,2020-01-08,23,0,13,1,10,47
2288,2020-01-09,11,0,2,0,9,22
2289,2020-01-10,12,0,3,0,17,32
2290,2020-01-11,17,1,9,0,2,29
2291,2020-01-12,16,0,9,0,1,26
2292,2020-01-13,12,1,5,0,3,21
2293,2020-01-14,13,1,4,0,16,34
2294,2020-01-15,7,0,4,0,9,20
2295,2020-01-16,7,3,3,0,2,15
2296,2020-01-17,15,0,8,0,2,25
2297,2020-01-18,26,1,7,0,1,35
2298,2020-01-19,17,0,12,0,3,32
2299,2020-01-20,0,1,0,0,0,1
2300,2020-01-21,16,0,12,0,5,33
2301,2020-01-22,13,1,6,0,15,35
2302,2020-01-23,7,0,6,0,12,25
2303,2020-01-24,13,0,7,0,0,20
2304,2020-01-25,19,0,6,0,5,30
2305,2020-01-26,14,1,6,0,3,24
2306,2020-01-27,20,0,4,0,0,24
2307,2020-01-28,11,2,10,0,10,33
2308,2020-01-29,16,1,13,0,2,32
2309,2020-01-30,7,1,7,0,12,27
2310,2020-01-31,21,0,4,0,1,26
2311,2020-02-01,15,0,10,0,0,25
2312,2020-02-02,18,0,6,0,5,29
2313,2020-02-03,13,1,3,0,1,18
2314,2020-02-04,17,1,6,0,10,34
2315,2020-02-05,10,0,4,0,7,21
2316,2020-02-06,7,0,5,0,5,17
2317,2020-02-07,17,1,6,0,4,28
2318,2020-02-08,11,0,4,0,4,19
2319,2020-02-09,9,0,4,0,5,18
2320,2020-02-10,16,0,11,0,4,31
2321,2020-02-11,17,0,8,0,4,29
2322,2020-02-12,0,0,0,0,16,16
2323,2020-02-13,18,0,4,0,4,26
2324,2020-02-14,25,2,7,1,8,43
2325,2020-02-15,28,0,6,0,1,35
2326,2020-02-16,25,0,3,0,6,34
2327,2020-02-18,22,1,15,0,17,55
2328,2020-02-19,19,1,5,0,17,42
2329,2020-02-20,9,0,9,1,11,30
2330,2020-02-21,8,0,2,0,10,20
2331,2020-02-22,11,1,2,0,0,14
2332,2020-02-23,3,1,7,0,1,12
2333,2020-02-24,12,0,6,0,1,19
2334,2020-02-25,16,0,5,1,29,51
2335,2020-02-26,7,1,19,0,0,27
2336,2020-02-27,22,1,4,1,7,35
2337,2020-02-28,14,0,6,0,3,23
2338,2020-02-29,23,1,8,0,4,36
2339,2020-03-01,18,0,2,0,1,21
2340,2020-03-02,13,0,7,1,8,29
2341,2020-03-03,12,1,5,0,7,25
2342,2020-03-04,10,0,5,1,20,36
2343,2020-03-05,22,0,1,2,2,27
2344,2020-03-06,10,1,10,0,8,29
2345,2020-03-07,18,0,3,0,2,23
2346,2020-03-08,14,0,2,0,4,20
2347,2020-03-09,15,0,10,0,0,25
2348,2020-03-10,17,2,8,1,6,34
2349,2020-03-11,12,0,6,0,2,20
2350,2020-03-12,12,0,3,1,21,37
2351,2020-03-13,13,1,13,0,2,29
2352,2020-03-14,24,0,6,0,1,31
2353,2020-03-15,27,1,6,0,2,36
2354,2020-03-16,9,0,5,0,6,20
2355,2020-03-17,6,0,6,1,17,30
2356,2020-03-18,2,0,3,0,7,12
2357,2020-03-19,0,0,2,0,3,5
2358,2020-03-20,0,0,1,0,10,11
2359,2020-03-21,3,0,0,0,0,3
2360,2020-03-22,0,0,4,1,0,5
2361,2020-03-23,0,0,2,0,2,4
2362,2020-03-24,0,1,23,0,15,39
2363,2020-03-25,6,0,1,0,6,13
2364,2020-03-26,4,0,3,0,2,9
2365,2020-03-27,1,0,2,0,1,4
2366,2020-03-28,5,1,5,0,0,11
2367,2020-03-29,1,1,6,0,0,8
2368,2020-03-30,0,1,0,0,1,2
2369,2020-03-31,15,0,1,0,0,16
2370,2020-04-01,5,0,3,0,0,8
2371,2020-04-02,8,0,2,1,0,11
2372,2020-04-03,2,0,1,0,3,6
2373,2020-04-04,10,0,5,0,1,16
2374,2020-04-05,3,0,5,0,2,10
2375,2020-04-06,2,0,2,0,0,4
2376,2020-04-07,17,0,3,0,0,20
2377,2020-04-08,5,0,0,0,3,8
2378,2020-04-09,4,0,4,0,1,9
2379,2020-04-10,3,0,3,0,1,7
2380,2020-04-11,2,1,1,0,1,5
2381,2020-04-13,1,0,6,0,3,10
2382,2020-04-14,3,1,2,0,5,11
2383,2020-04-15,11,1,2,0,0,14
2384,2020-04-16,13,0,4,0,2,19
2385,2020-04-17,0,0,1,0,1,2
2386,2020-04-18,5,0,1,0,2,8
2387,2020-04-19,0,3,0,0,2,5
2388,2020-04-20,2,0,1,0,0,3
2389,2020-04-21,10,0,3,0,5,18
2390,2020-04-22,2,0,1,0,1,4
2391,2020-04-23,2,0,0,0,1,3
2392,2020-04-24,4,0,1,0,1,6
2393,2020-04-25,0,0,2,0,0,2
2394,2020-04-26,4,0,1,0,0,5
2395,2020-04-27,1,1,1,0,2,5
2396,2020-04-28,3,0,3,0,1,7
2397,2020-04-29,7,0,2,0,2,11
2398,2020-04-30,3,0,1,0,1,5
2399,2020-05-01,2,0,4,0,1,7
2400,2020-05-02,6,0,0,0,3,9
2401,2020-05-03,0,0,0,0,2,2
2402,2020-05-04,3,0,1,0,0,4
2403,2020-05-05,4,0,2,0,4,10
2404,2020-05-06,6,0,3,0,1,10
2405,2020-05-07,11,0,5,1,1,18
2406,2020-05-08,6,0,1,0,2,9
2407,2020-05-09,5,0,0,0,4,9
2408,2020-05-10,0,0,1,0,1,2
2409,2020-05-11,2,0,0,0,2,4
2410,2020-05-12,11,0,3,0,2,16
2411,2020-05-13,7,0,4,0,1,12
2412,2020-05-14,7,0,0,0,0,7
2413,2020-05-15,6,0,3,0,0,9
2414,2020-05-16,7,0,2,0,5,14
2415,2020-05-17,3,0,2,0,2,7
2416,2020-05-18,5,0,0,0,1,6
2417,2020-05-19,5,0,2,0,0,7
2418,2020-05-20,7,0,3,0,0,10
2419,2020-05-21,1,0,0,0,2,3
2420,2020-05-22,5,0,1,0,1,7
2421,2020-05-23,0,0,0,0,3,3
2422,2020-05-24,4,0,7,0,1,12
2423,2020-05-26,7,1,5,0,3,16
2424,2020-05-27,9,1,8,0,6,24
2425,2020-05-28,4,0,1,0,2,7
2426,2020-05-29,4,0,3,0,0,7
2427,2020-05-30,3,0,3,2,3,11
2428,2020-05-31,3,0,1,0,0,4
2429,2020-06-01,1,0,8,0,2,11
2430,2020-06-02,14,0,2,0,3,19
2431,2020-06-03,8,0,8,0,10,26
2432,2020-06-04,4,0,0,0,2,6
2433,2020-06-05,4,0,5,0,1,10
2434,2020-06-06,6,0,2,0,2,10
2435,2020-06-07,3,0,1,0,1,5
2436,2020-06-08,8,0,4,0,7,19
2437,2020-06-09,11,0,2,0,2,15
2438,2020-06-10,6,1,2,1,5,15
2439,2020-06-11,5,1,1,0,4,11
2440,2020-06-12,3,1,0,0,6,10
2441,2020-06-13,2,0,1,0,2,5
2442,2020-06-14,3,0,4,0,0,7
2443,2020-06-15,10,0,3,0,4,17
2444,2020-06-16,6,0,9,0,3,18
2445,2020-06-17,6,1,5,0,1,13
2446,2020-06-18,5,1,2,0,0,8
2447,2020-06-19,5,0,1,0,3,9
2448,2020-06-20,4,0,2,0,2,8
2449,2020-06-21,4,0,0,0,1,5
2450,2020-06-22,9,0,2,0,8,19
2451,2020-06-23,11,0,0,0,12,23
2452,2020-06-24,6,0,1,0,0,7
2453,2020-06-25,4,0,1,0,4,9
2454,2020-06-26,8,0,4,0,0,12
2455,2020-06-27,2,0,0,0,0,2
2456,2020-06-28,3,0,4,0,0,7
2457,2020-06-29,5,0,4,1,1,11
2458,2020-06-30,6,1,4,0,1,12
2459,2020-07-01,6,0,8,0,4,18
2460,2020-07-02,6,0,1,0,1,8
2461,2020-07-03,0,1,2,0,1,4
2462,2020-07-04,5,0,0,1,2,8
2463,2020-07-05,2,0,6,0,0,8
2464,2020-07-06,6,0,0,1,2,9
2465,2020-07-07,10,4,3,0,6,23
2466,2020-07-08,6,0,1,0,1,8
2467,2020-07-09,4,0,1,0,5,10
2468,2020-07-10,4,0,1,0,3,8
2469,2020-07-11,6,0,1,0,0,7
2470,2020-07-12,4,1,2,0,2,9
2471,2020-07-13,5,0,6,0,4,15
2472,2020-07-14,5,0,2,0,15,22
2473,2020-07-15,5,1,4,1,4,15
2474,2020-07-16,6,0,2,0,4,12
2475,2020-07-17,11,0,3,0,0,14
2476,2020-07-18,3,0,7,0,4,14
2477,2020-07-19,2,0,0,0,0,2
2478,2020-07-20,5,0,5,1,4,15
2479,2020-07-21,6,1,0,0,0,7
2480,2020-07-22,1,1,1,0,12,15
2481,2020-07-23,5,0,0,0,2,7
2482,2020-07-24,0,0,4,0,2,6
2483,2020-07-25,3,0,0,0,0,3
2484,2020-07-26,6,0,0,0,0,6
2485,2020-07-27,3,0,10,0,4,17
2486,2020-07-28,19,0,2,0,3,24
2487,2020-07-29,5,0,0,0,7,12
2488,2020-07-30,4,0,2,0,3,9
2489,2020-07-31,6,0,3,0,1,10
2490,2020-08-01,6,0,3,0,5,14
2491,2020-08-02,4,0,4,0,4,12
2492,2020-08-03,4,0,1,0,5,10
2493,2020-08-04,7,0,3,1,3,14
2494,2020-08-05,6,0,1,0,6,13
2495,2020-08-06,15,0,5,0,5,25
2496,2020-08-07,6,0,3,0,4,13
2497,2020-08-08,7,0,2,0,4,13
2498,2020-08-09,0,0,0,0,2,2
2499,2020-08-10,5,0,0,0,4,9
2500,2020-08-11,22,0,4,0,8,34
2501,2020-08-12,9,0,2,1,2,14
2502,2020-08-13,8,0,3,0,1,12
2503,2020-08-14,6,0,3,1,2,12
2504,2020-08-15,3,0,0,0,1,4
2505,2020-08-16,5,0,2,0,1,8
2506,2020-08-17,8,0,4,0,2,14
2507,2020-08-18,11,0,1,0,0,12
2508,2020-08-19,5,0,4,0,8,17
2509,2020-08-20,8,0,0,0,1,9
2510,2020-08-21,3,0,3,0,1,7
2511,2020-08-22,8,1,1,0,2,12
2512,2020-08-23,1,0,1,0,2,4
2513,2020-08-24,8,0,1,0,0,9
2514,2020-08-25,7,0,6,0,8,21
2515,2020-08-26,9,0,4,0,7,20
2516,2020-08-27,3,0,3,0,3,9
2517,2020-08-28,11,0,3,0,16,30
2518,2020-08-29,5,0,2,0,4,11
2519,2020-08-30,1,1,4,0,1,7
2520,2020-08-31,7,2,3,0,0,12
2521,2020-09-01,7,0,4,0,7,18
2522,2020-09-02,8,0,0,0,0,8
2523,2020-09-03,4,0,2,0,0,6
2524,2020-09-04,3,0,5,0,0,8
2525,2020-09-05,5,0,8,0,5,18
2526,2020-09-06,2,0,2,0,0,4
2527,2020-09-07,0,0,1,0,0,1
2528,2020-09-08,14,0,3,0,6,23
2529,2020-09-09,9,0,3,0,1,13
2530,2020-09-10,7,1,3,0,3,14
2531,2020-09-11,5,0,1,0,3,9
2532,2020-09-12,16,0,2,0,2,20
2533,2020-09-13,1,0,1,0,0,2
2534,2020-09-14,16,0,13,0,10,39
2535,2020-09-15,8,0,1,0,8,17
2536,2020-09-16,7,0,2,0,0,9
2537,2020-09-17,7,1,1,0,5,14
2538,2020-09-18,8,0,5,0,1,14
2539,2020-09-19,4,0,4,0,1,9
2540,2020-09-20,2,0,4,0,2,8
2541,2020-09-21,9,0,1,0,1,11
2542,2020-09-22,16,0,6,1,6,29
2543,2020-09-23,12,0,6,0,0,18
2544,2020-09-24,9,1,2,0,1,13
2545,2020-09-25,9,2,1,0,1,13
2546,2020-09-26,17,1,5,0,1,24
2547,2020-09-27,0,0,3,0,1,4
2548,2020-09-28,12,0,3,0,2,17
2549,2020-09-29,12,0,1,0,7,20
2550,2020-09-30,3,1,2,0,5,11
2551,2020-10-01,13,0,3,0,0,16
2552,2020-10-02,2,0,6,0,0,8
2553,2020-10-03,3,1,1,0,0,5
2554,2020-10-04,0,0,3,0,5,8
2555,2020-10-05,5,0,13,0,8,26
2556,2020-10-06,13,0,3,0,8,24
2557,2020-10-07,3,0,5,0,0,8
2558,2020-10-08,11,0,1,0,2,14
2559,2020-10-09,8,0,11,0,3,22
2560,2020-10-10,9,0,1,0,1,11
2561,2020-10-11,1,0,1,0,2,4
2562,2020-10-12,2,0,0,0,2,4
2563,2020-10-13,16,0,7,0,2,25
2564,2020-10-14,5,2,3,0,1,11
2565,2020-10-15,5,0,4,0,3,12
2566,2020-10-16,12,0,0,0,2,14
2567,2020-10-17,2,0,6,0,3,11
2568,2020-10-18,1,0,2,0,0,3
2569,2020-10-19,8,0,0,0,1,9
2570,2020-10-20,15,0,1,0,10,26
2571,2020-10-21,4,0,2,0,0,6
2572,2020-10-22,8,1,2,0,1,12
2573,2020-10-23,14,0,2,1,0,17
2574,2020-10-24,5,0,1,0,0,6
2575,2020-10-25,3,0,3,0,3,9
2576,2020-10-26,6,0,3,0,1,10
